model_0,model_dir_0,num_0,name_0,model_1,model_dir_1,num_1,name_1,win_0,win_1
AdvantageQN,trained_models/02_2209/Adv_A/model.weights/model,4005221,Adv1A,AdvantageQN,trained_models/02_2205/Adv_A/model.weights/model,4006694,Adv0A,19,20
AdvantageQN,trained_models/02_2209/Adv_A/model.weights/model,4005221,Adv1A,AdvantageQN,trained_models/02_2205/Adv_A/model.weights/model,4757864,Adv0A,10,20
AdvantageQN,trained_models/02_2209/Adv_A/model.weights/model,4005221,Adv1A,AdvantageQN,trained_models/02_2205/Adv_B/model.weights/model,4006694,Adv0B,20,14
AdvantageQN,trained_models/02_2209/Adv_A/model.weights/model,4005221,Adv1A,AdvantageQN,trained_models/02_2205/Adv_B/model.weights/model,4757864,Adv0B,14,20
AdvantageQN,trained_models/02_2209/Adv_A/model.weights/model,4756947,Adv1A,AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4011594,Single,20,4
AdvantageQN,trained_models/02_2209/Adv_A/model.weights/model,4756947,Adv1A,AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4764484,Single,20,6
AdvantageQN,trained_models/02_2209/Adv_A/model.weights/model,4756947,Adv1A,AdvantageQN,trained_models/02_2205/Adv_A/model.weights/model,4006694,Adv0A,20,14
AdvantageQN,trained_models/02_2209/Adv_A/model.weights/model,4756947,Adv1A,AdvantageQN,trained_models/02_2205/Adv_A/model.weights/model,4757864,Adv0A,19,20
AdvantageQN,trained_models/02_2209/Adv_A/model.weights/model,4756947,Adv1A,AdvantageQN,trained_models/02_2205/Adv_B/model.weights/model,4006694,Adv0B,20,15
AdvantageQN,trained_models/02_2209/Adv_A/model.weights/model,4756947,Adv1A,AdvantageQN,trained_models/02_2205/Adv_B/model.weights/model,4757864,Adv0B,20,17
AdvantageQN,trained_models/02_2209/Adv_B/model.weights/model,4005221,Adv1B,AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4011594,Single,20,3
AdvantageQN,trained_models/02_2209/Adv_B/model.weights/model,4005221,Adv1B,AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4764484,Single,20,5
AdvantageQN,trained_models/02_2209/Adv_B/model.weights/model,4005221,Adv1B,AdvantageQN,trained_models/02_2205/Adv_A/model.weights/model,4006694,Adv0A,18,20
AdvantageQN,trained_models/02_2209/Adv_B/model.weights/model,4005221,Adv1B,AdvantageQN,trained_models/02_2205/Adv_A/model.weights/model,4757864,Adv0A,9,20
AdvantageQN,trained_models/02_2209/Adv_B/model.weights/model,4005221,Adv1B,AdvantageQN,trained_models/02_2205/Adv_B/model.weights/model,4006694,Adv0B,14,20
AdvantageQN,trained_models/02_2209/Adv_B/model.weights/model,4005221,Adv1B,AdvantageQN,trained_models/02_2205/Adv_B/model.weights/model,4757864,Adv0B,3,20
AdvantageQN,trained_models/02_2209/Adv_B/model.weights/model,4756947,Adv1B,AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4011594,Single,20,5
AdvantageQN,trained_models/02_2209/Adv_B/model.weights/model,4756947,Adv1B,AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4764484,Single,20,10
AdvantageQN,trained_models/02_2209/Adv_B/model.weights/model,4756947,Adv1B,AdvantageQN,trained_models/02_2205/Adv_A/model.weights/model,4006694,Adv0A,17,20
AdvantageQN,trained_models/02_2209/Adv_B/model.weights/model,4756947,Adv1B,AdvantageQN,trained_models/02_2205/Adv_A/model.weights/model,4757864,Adv0A,20,16
AdvantageQN,trained_models/02_2209/Adv_B/model.weights/model,4756947,Adv1B,AdvantageQN,trained_models/02_2205/Adv_B/model.weights/model,4006694,Adv0B,20,11
AdvantageQN,trained_models/02_2209/Adv_B/model.weights/model,4756947,Adv1B,AdvantageQN,trained_models/02_2205/Adv_B/model.weights/model,4757864,Adv0B,20,20
AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4011594,Single,AdvantageQN,trained_models/02_2205/Adv_A/model.weights/model,4006694,Adv0A,6,20
AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4011594,Single,AdvantageQN,trained_models/02_2205/Adv_A/model.weights/model,4757864,Adv0A,4,20
AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4011594,Single,AdvantageQN,trained_models/02_2205/Adv_B/model.weights/model,4006694,Adv0B,13,20
AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4011594,Single,AdvantageQN,trained_models/02_2205/Adv_B/model.weights/model,4757864,Adv0B,4,20
AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4011594,Single,AdvantageQN,trained_models/02_2209/Adv_A/model.weights/model,4005221,Adv1A,7,20
AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4011594,Single,AdvantageQN,trained_models/02_2209/Adv_A/model.weights/model,4756947,Adv1A,8,20
AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4011594,Single,AdvantageQN,trained_models/02_2209/Adv_B/model.weights/model,4005221,Adv1B,7,20
AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4011594,Single,AdvantageQN,trained_models/02_2209/Adv_B/model.weights/model,4756947,Adv1B,8,20
AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4764484,Single,AdvantageQN,trained_models/02_2205/Adv_A/model.weights/model,4006694,Adv0A,2,20
AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4764484,Single,AdvantageQN,trained_models/02_2205/Adv_A/model.weights/model,4757864,Adv0A,6,20
AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4764484,Single,AdvantageQN,trained_models/02_2205/Adv_B/model.weights/model,4006694,Adv0B,6,20
AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4764484,Single,AdvantageQN,trained_models/02_2205/Adv_B/model.weights/model,4757864,Adv0B,3,20
AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4764484,Single,AdvantageQN,trained_models/02_2209/Adv_A/model.weights/model,4005221,Adv1A,8,20
AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4764484,Single,AdvantageQN,trained_models/02_2209/Adv_A/model.weights/model,4756947,Adv1A,4,20
AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4764484,Single,AdvantageQN,trained_models/02_2209/Adv_B/model.weights/model,4005221,Adv1B,3,20
AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4764484,Single,AdvantageQN,trained_models/02_2209/Adv_B/model.weights/model,4756947,Adv1B,8,20
AdvantageQN,trained_models/02_2205/Adv_A/model.weights/model,4006694,Adv0A,AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4011594,Single,20,5
AdvantageQN,trained_models/02_2205/Adv_A/model.weights/model,4006694,Adv0A,AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4764484,Single,20,5
AdvantageQN,trained_models/02_2205/Adv_A/model.weights/model,4006694,Adv0A,AdvantageQN,trained_models/02_2209/Adv_A/model.weights/model,4005221,Adv1A,20,14
AdvantageQN,trained_models/02_2205/Adv_A/model.weights/model,4006694,Adv0A,AdvantageQN,trained_models/02_2209/Adv_A/model.weights/model,4756947,Adv1A,12,20
AdvantageQN,trained_models/02_2205/Adv_A/model.weights/model,4006694,Adv0A,AdvantageQN,trained_models/02_2209/Adv_B/model.weights/model,4005221,Adv1B,16,20
AdvantageQN,trained_models/02_2205/Adv_A/model.weights/model,4006694,Adv0A,AdvantageQN,trained_models/02_2209/Adv_B/model.weights/model,4756947,Adv1B,20,12
AdvantageQN,trained_models/02_2205/Adv_A/model.weights/model,4757864,Adv0A,AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4011594,Single,20,3
AdvantageQN,trained_models/02_2205/Adv_A/model.weights/model,4757864,Adv0A,AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4764484,Single,20,2
AdvantageQN,trained_models/02_2205/Adv_A/model.weights/model,4757864,Adv0A,AdvantageQN,trained_models/02_2209/Adv_A/model.weights/model,4005221,Adv1A,20,18
AdvantageQN,trained_models/02_2205/Adv_A/model.weights/model,4757864,Adv0A,AdvantageQN,trained_models/02_2209/Adv_A/model.weights/model,4756947,Adv1A,18,20
AdvantageQN,trained_models/02_2205/Adv_A/model.weights/model,4757864,Adv0A,AdvantageQN,trained_models/02_2209/Adv_B/model.weights/model,4005221,Adv1B,20,17
AdvantageQN,trained_models/02_2205/Adv_A/model.weights/model,4757864,Adv0A,AdvantageQN,trained_models/02_2209/Adv_B/model.weights/model,4756947,Adv1B,16,20
AdvantageQN,trained_models/02_2205/Adv_B/model.weights/model,4006694,Adv0B,AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4011594,Single,20,5
AdvantageQN,trained_models/02_2205/Adv_B/model.weights/model,4006694,Adv0B,AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4764484,Single,20,9
AdvantageQN,trained_models/02_2205/Adv_B/model.weights/model,4006694,Adv0B,AdvantageQN,trained_models/02_2209/Adv_A/model.weights/model,4005221,Adv1A,14,20
AdvantageQN,trained_models/02_2205/Adv_B/model.weights/model,4006694,Adv0B,AdvantageQN,trained_models/02_2209/Adv_A/model.weights/model,4756947,Adv1A,9,20
AdvantageQN,trained_models/02_2205/Adv_B/model.weights/model,4006694,Adv0B,AdvantageQN,trained_models/02_2209/Adv_B/model.weights/model,4005221,Adv1B,8,20
AdvantageQN,trained_models/02_2205/Adv_B/model.weights/model,4006694,Adv0B,AdvantageQN,trained_models/02_2209/Adv_B/model.weights/model,4756947,Adv1B,9,20
AdvantageQN,trained_models/02_2205/Adv_B/model.weights/model,4757864,Adv0B,AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4011594,Single,20,13
AdvantageQN,trained_models/02_2205/Adv_B/model.weights/model,4757864,Adv0B,AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4764484,Single,20,7
AdvantageQN,trained_models/02_2205/Adv_B/model.weights/model,4757864,Adv0B,AdvantageQN,trained_models/02_2209/Adv_A/model.weights/model,4005221,Adv1A,10,20
AdvantageQN,trained_models/02_2205/Adv_B/model.weights/model,4757864,Adv0B,AdvantageQN,trained_models/02_2209/Adv_A/model.weights/model,4756947,Adv1A,20,11
AdvantageQN,trained_models/02_2205/Adv_B/model.weights/model,4757864,Adv0B,AdvantageQN,trained_models/02_2209/Adv_B/model.weights/model,4005221,Adv1B,18,20
AdvantageQN,trained_models/02_2205/Adv_B/model.weights/model,4757864,Adv0B,AdvantageQN,trained_models/02_2209/Adv_B/model.weights/model,4756947,Adv1B,20,20
AdvantageQN,trained_models/02_2209/Adv_A/model.weights/model,4005221,Adv1A,AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4011594,Single,20,5
AdvantageQN,trained_models/02_2209/Adv_A/model.weights/model,4005221,Adv1A,AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4764484,Single,20,0
AdvantageQN,trained_models/02_2209/Adv_A/model.weights/model,4005221,Adv1A,AdvantageQN,trained_models/02_2205/Adv_A/model.weights/model,4006694,Adv0A,13,20
AdvantageQN,trained_models/02_2209/Adv_A/model.weights/model,4005221,Adv1A,AdvantageQN,trained_models/02_2205/Adv_A/model.weights/model,4757864,Adv0A,20,20
AdvantageQN,trained_models/02_2209/Adv_A/model.weights/model,4005221,Adv1A,AdvantageQN,trained_models/02_2205/Adv_B/model.weights/model,4006694,Adv0B,20,7
AdvantageQN,trained_models/02_2209/Adv_A/model.weights/model,4005221,Adv1A,AdvantageQN,trained_models/02_2205/Adv_B/model.weights/model,4757864,Adv0B,20,18
AdvantageQN,trained_models/02_2209/Adv_A/model.weights/model,4756947,Adv1A,AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4011594,Single,20,4
AdvantageQN,trained_models/02_2209/Adv_A/model.weights/model,4756947,Adv1A,AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4764484,Single,20,5
AdvantageQN,trained_models/02_2209/Adv_A/model.weights/model,4756947,Adv1A,AdvantageQN,trained_models/02_2205/Adv_A/model.weights/model,4006694,Adv0A,20,19
AdvantageQN,trained_models/02_2209/Adv_A/model.weights/model,4756947,Adv1A,AdvantageQN,trained_models/02_2205/Adv_A/model.weights/model,4757864,Adv0A,20,17
AdvantageQN,trained_models/02_2209/Adv_A/model.weights/model,4756947,Adv1A,AdvantageQN,trained_models/02_2205/Adv_B/model.weights/model,4006694,Adv0B,20,15
AdvantageQN,trained_models/02_2209/Adv_A/model.weights/model,4756947,Adv1A,AdvantageQN,trained_models/02_2205/Adv_B/model.weights/model,4757864,Adv0B,20,16
AdvantageQN,trained_models/02_2209/Adv_B/model.weights/model,4005221,Adv1B,AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4011594,Single,20,9
AdvantageQN,trained_models/02_2209/Adv_B/model.weights/model,4005221,Adv1B,AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4764484,Single,20,4
AdvantageQN,trained_models/02_2209/Adv_B/model.weights/model,4005221,Adv1B,AdvantageQN,trained_models/02_2205/Adv_A/model.weights/model,4006694,Adv0A,20,19
AdvantageQN,trained_models/02_2209/Adv_B/model.weights/model,4005221,Adv1B,AdvantageQN,trained_models/02_2205/Adv_A/model.weights/model,4757864,Adv0A,18,20
AdvantageQN,trained_models/02_2209/Adv_B/model.weights/model,4005221,Adv1B,AdvantageQN,trained_models/02_2205/Adv_B/model.weights/model,4006694,Adv0B,20,15
AdvantageQN,trained_models/02_2209/Adv_B/model.weights/model,4005221,Adv1B,AdvantageQN,trained_models/02_2205/Adv_B/model.weights/model,4757864,Adv0B,20,11
AdvantageQN,trained_models/02_2209/Adv_B/model.weights/model,4756947,Adv1B,AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4011594,Single,20,6
AdvantageQN,trained_models/02_2209/Adv_B/model.weights/model,4756947,Adv1B,AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4764484,Single,20,8
AdvantageQN,trained_models/02_2209/Adv_B/model.weights/model,4756947,Adv1B,AdvantageQN,trained_models/02_2205/Adv_A/model.weights/model,4006694,Adv0A,13,20
AdvantageQN,trained_models/02_2209/Adv_B/model.weights/model,4756947,Adv1B,AdvantageQN,trained_models/02_2205/Adv_A/model.weights/model,4757864,Adv0A,14,20
AdvantageQN,trained_models/02_2209/Adv_B/model.weights/model,4756947,Adv1B,AdvantageQN,trained_models/02_2205/Adv_B/model.weights/model,4006694,Adv0B,20,10
AdvantageQN,trained_models/02_2209/Adv_B/model.weights/model,4756947,Adv1B,AdvantageQN,trained_models/02_2205/Adv_B/model.weights/model,4757864,Adv0B,11,20
AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4011594,Single,AdvantageQN,trained_models/02_2205/Adv_A/model.weights/model,4006694,Adv0A,7,20
AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4011594,Single,AdvantageQN,trained_models/02_2205/Adv_A/model.weights/model,4757864,Adv0A,5,20
AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4011594,Single,AdvantageQN,trained_models/02_2205/Adv_B/model.weights/model,4006694,Adv0B,5,20
AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4011594,Single,AdvantageQN,trained_models/02_2205/Adv_B/model.weights/model,4757864,Adv0B,9,20
AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4011594,Single,AdvantageQN,trained_models/02_2209/Adv_A/model.weights/model,4005221,Adv1A,8,20
AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4011594,Single,AdvantageQN,trained_models/02_2209/Adv_A/model.weights/model,4756947,Adv1A,4,20
AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4011594,Single,AdvantageQN,trained_models/02_2209/Adv_B/model.weights/model,4005221,Adv1B,3,20
AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4011594,Single,AdvantageQN,trained_models/02_2209/Adv_B/model.weights/model,4756947,Adv1B,7,20
AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4764484,Single,AdvantageQN,trained_models/02_2205/Adv_A/model.weights/model,4006694,Adv0A,4,20
AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4764484,Single,AdvantageQN,trained_models/02_2205/Adv_A/model.weights/model,4757864,Adv0A,9,20
AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4764484,Single,AdvantageQN,trained_models/02_2205/Adv_B/model.weights/model,4006694,Adv0B,5,20
AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4764484,Single,AdvantageQN,trained_models/02_2205/Adv_B/model.weights/model,4757864,Adv0B,6,20
AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4764484,Single,AdvantageQN,trained_models/02_2209/Adv_A/model.weights/model,4005221,Adv1A,4,20
AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4764484,Single,AdvantageQN,trained_models/02_2209/Adv_A/model.weights/model,4756947,Adv1A,3,20
AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4764484,Single,AdvantageQN,trained_models/02_2209/Adv_B/model.weights/model,4005221,Adv1B,6,20
AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4764484,Single,AdvantageQN,trained_models/02_2209/Adv_B/model.weights/model,4756947,Adv1B,3,20
AdvantageQN,trained_models/02_2205/Adv_A/model.weights/model,4006694,Adv0A,AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4011594,Single,20,7
AdvantageQN,trained_models/02_2205/Adv_A/model.weights/model,4006694,Adv0A,AdvantageQN,trained_models/02_2204/SingleADV/model.weights/model,4764484,Single,20,3
AdvantageQN,trained_models/02_2205/Adv_A/model.weights/model,4006694,Adv0A,AdvantageQN,trained_models/02_2209/Adv_A/model.weights/model,4005221,Adv1A,14,20
AdvantageQN,trained_models/02_2205/Adv_A/model.weights/model,4006694,Adv0A,AdvantageQN,trained_models/02_2209/Adv_A/model.weights/model,4756947,Adv1A,20,17
